date,id,content,username,likeCount,retweetCount
2021-03-30 08:38:43+00:00,1376816144670150658,Let's Go adventure #Magicalkenya #TembeaKenya #DestinationKenya #Kenyakwetu,FredAwuor_,0,1
2021-02-05 08:46:47+00:00,1357611616758562817,"Thanks to all our clients that booked their weekend safari to Masai Mara for a 2 night stay in Sarova Mara. Call us today for deals. Great discounts for group travels. Have you sorted your Valentines travel already? 
#MagicalKenya #Safari #DestinationKenya #TravelFriday https://t.co/gVfvFFffqy",SwiftTourTravel,3,0
2021-02-01 15:05:41+00:00,1356257420415279105,"Now is the perfect time to take advantage of special low rates. Enjoy exclusive offers, Enquire today

#magicalkenya #ilovekenya #kenya #igkenya #tembeakenya #whyilovekenya #amazingkenya #travelgram #kenyantraveller #kenyatourism #visitkenya #destinationkenya #domestictravelkenya https://t.co/gy3Y46gQIy",BritexTours,0,1
2021-01-28 10:43:45+00:00,1354741948758810625,"The beautiful Ole Pangi farm in Laikipia. ❤️❤️🇰🇪🇰🇪

#Magicalkenya 

📸@GhannamSamy https://t.co/UrCyPrXxXO
@JamboMagazine 
#ilovekenya #kenya #igkenya #tembeakenya #whyilovekenya #amazingkenya #britextours #kenyantraveller #kenyatourism #instalove #visitkenya #destinationkenya",BritexTours,6,3
2020-12-24 19:22:27+00:00,1342188908566745088,"This Saturday 26th Let's go  adventure ""The World's only Wildlife capital""
For Bookings&amp;Inquiries call/Whatsapp:+254718394456
#MerryChristmas #HAPPYCHRISTMAS  #Happyholidays2020
#TembeaKenya #DestinationKenya #Magicalkenya https://t.co/5vRDuYotz0",BontelSafaris,4,4
2020-12-23 18:20:09+00:00,1341810844607377408,NEGATIVE ❤ Time to go home &amp; launch a new music video 🇰🇪 #SwahiliGirl Official Video out this Friday ‼️ #DestinationKenya #covid_19 https://t.co/MyLXH7tGvE,GiladMillo,14,2
2020-12-15 13:22:19+00:00,1338836790078287872,"🇬🇧#Diplomatic issues between #Somalia and #Kenya reach new level
🇩🇪Diplomatische Uneinigkeiten zwischen Somalia und #Kenia erreichen neue Stufe
🇪🇸Las cuestiones diplomáticas entre Somalia y Kenia alcanzan un nuevo nivel
#travelnews #africa #destinationkenya #afrika #meettheglobe",meet_the_globe,2,0
2020-12-13 17:34:13+00:00,1338175405421957121,"Great Views, Amazing Sundowners &amp; a game drive at Ruma National Park could be what you need to spark your Festive Vacation.

Call +254 717 190045

#tembeawesternkenya 
#Magicalkenya #exploreeverything 
#lonelyplanetkenya 
#local #destinationkenya #DomesticTourism #KOT https://t.co/A4vWlRDluj",viba_explore,2,1
2020-12-13 17:33:18+00:00,1338175175309791232,"Great Views, Amazing Sundowners &amp; a game drive at Ruma National Park could be what you need to spark your Festive Vacation.

Call +254 717 190045

#tembeawesternkenya 
#Magicalkenya #exploreeverything 
#lonelyplanetkenya 
#local #destinationkenya #DomesticTourism https://t.co/2syS0wVERM",VivianKobe_40,1,0
2020-12-04 07:42:14+00:00,1334764936061448199,#DestinationKenya #Magicalkenya #TembeaKenya,BontelSafaris,1,0
2020-11-29 09:22:47+00:00,1332978302311686146,"#MagicalKenya #TembeaKenya #DestinationKenya 
Let's go explore explore kenya with Bontel Safaris https://t.co/T3r2fhqKIF",BontelSafaris,3,3
2020-11-03 04:50:26+00:00,1323487678764036096,"Well...catch me if you can. 

Visit kenya with us to witness these wonderful action
@trevarontraveltours

#destination_wow #destination_wild #wildlifetour #animalovers #animal #safarilive #familysafari #safariphotography #kenyadestination #travel #photography #destinationkenya https://t.co/rUwYEwHIIC",TrevaronTravel,2,0
2020-09-22 06:22:06+00:00,1308290457487781890,"An exciting Kenya and Tanzania safari. Join us today for this short adventure!👇👇👇

https://t.co/IK07xCZbd4

#Kenyasafari #KenyaTanzaniasafari #budgettravel #magicalkenya #nairobi #serengeti #ngongorongorocrater #tanzaniasafari #travel #africanholiday #destinationkenya #Africa",BHolidaysafari,1,0
2020-09-11 15:55:45+00:00,1304448556431028225,"Budget Holiday Safaris on #Google: https://t.co/RGyZk9bCSv 
Enjoy a 3 days Masai Mara Kenya Safari tour!!

https://t.co/TVOcXuIi8A

#TembeaKenya #masaimara #kenyabudgetsafari #budgetholidaysafaris #Kenya #africanholiday #africansafari #africa #destinationKenya #holidaysafari",BHolidaysafari,1,2
2020-09-10 10:09:07+00:00,1303998932893274112,Thank you @FrankBigos for participating in the Africa MICE Industry Stakeholder Forum. Looking forward to seeing you at the #Africa @MICESummit on 9-11 Sept 2021 in #DestinationKenya.,MICESummit,1,0
2020-09-09 08:21:28+00:00,1303609455863529472,Great deals @Jambomutara at discounted rates...it's paradise out of nowhere...don't miss out. Call/WhatsApp/email: +254745682591-dustyrestsafaris@gmail.com #lovelaikipia #DestinationKenya #travel #photographylovers #SAFARI #JamboKenya #jambocamp #wild #InfinityPool #globallykenya https://t.co/X5WkKXRIrI,DustyRest,0,0
2020-09-09 03:14:06+00:00,1303532101896228864,"Mylilly farmhouse a short drive from the heart of Nairobi that provides a tranquil insight into life @only ksh 20,000 for a group of 8 people. Call/WhatsApp 0745682591 #travel #nature  #globallykenya #roadTrip #destinationkenya #photography #Away #lovekenya #photographylovers https://t.co/sdkSJPQV15",DustyRest,1,0
2020-09-08 14:40:14+00:00,1303342384747556872,"What's our dream destination in Kenya? Let us make it come true with our tailor-made budget friendly packages. Hit us up for more details. 
Call/WhatsApp-0745682591 #tembeakenya #lovelaikipia #destinations #destinationkenya #safari #photography #wildlifephotography #whyilovekenya https://t.co/ysicMejdnr",DustyRest,2,1
2020-09-08 14:17:17+00:00,1303336610470260736,"Budget Holiday Safaris on #Google: https://t.co/DKmUu6f0Lz
On your destination Kenya safari,book our 4 days Masai Mara/Lake Nakuru Kenya Budget Safari!!
#lakenakuru #masaimara #kenyabudgetsafari #budgetholidaysafaris #Kenya #africanholiday #africa #destinationKenya #MagicalKenya",BHolidaysafari,1,1
2020-09-08 11:52:00+00:00,1303300051054329856,"Our partners capro enterprise have amazing deals on Airbnb Nanyuki @ksh 2,000 per person per nightCall/WhatsApp 0745682591. #travel #holidayhome #DestinationLaikipia #relax #lovelaikipia #DestinationKenya #globallykenya #break #whyilovekenya https://t.co/bfyE0XG3yl",DustyRest,0,0
2020-09-08 04:12:19+00:00,1303184365455921152,"Ever wondered where to stay when on safari? We're here to do that for you, your family and friends. Call/WhatsApp 0745682591 for inquiry. #DestinationLaikipia #twenderoadtrip #lovelaikipia #DestinationKenya #photographylovers #wildlifephotography #wilderness #globallykenya https://t.co/ya8tPhlOtO",DustyRest,0,0
2020-09-07 09:37:12+00:00,1302903737057509382,The week has started off again! Let's visit #olpejetaconservancy for a weekend get-away to unwind our busy schedule. Call/WhatsApp for more details-0745682591 #DestinationLaikipia #twenderoadtrip #lovelaikipia #whyilovekenya #destinations #photographylovers #DestinationKenya https://t.co/BdDMSkWt9A,DustyRest,0,0
2020-09-06 04:27:55+00:00,1302463515081539592,Discover and explore untouched wilderness. Contact us today for great deals on discounted packages. Call/WhatsApp +254720369141. #dustyrestsafaris #lovelaikipia #DestinationLaikipia #twenderoadtrip #DestinationKenya #photographylovers #weekendgetaway #destinations #globallykenya https://t.co/WO6KLHFRJD,DustyRest,0,0
2020-09-05 04:59:06+00:00,1302108975928954880,The skies are clear..what are your weekend plans? Join us as we discover different destinations in Kenya. Today we're exploring Ol Jogi...stay tuned. #DestinationLaikipia #twenderoadtrip #lovelaikipia #DestinationKenya #photographylovers #photography #weekendgetaway https://t.co/bvBoWz5i2A,DustyRest,1,0
2020-09-04 10:38:56+00:00,1301832109632479232,"Weekend plans..we will tailor a safari, in Tampa cottage Nanyuki or Mylilly farmhouse in Limuru Call/WhatsApp 0745682591...#twenderoadtrip #limuru #outings #travelbug #photographylovers #farmhouse #RoadTripLoading #lovelaikipia #destinations #DestinationKenya #DestinationLaikipia https://t.co/4igZuBPHHY",DustyRest,0,0
2020-09-03 07:45:45+00:00,1301426137076305920,"We all have dreams...and we always hope they come true. Make them happen by choosing your preferred #destination in Kenya. We have budget friendly packages
Call/WhatsApp/email: +254745682591-dustyrestsafaris@gmail.com #globallykenya #destinationkenya #whyilovekenya #magicalkenya https://t.co/Pl9w08SJU5",DustyRest,0,0
2020-09-02 04:47:26+00:00,1301018878265434112,"Get out of your comfort..we'll make it more comfortable in untouched wilderness by staying at Tampa cottage Nanyuki &amp; an amazing game drive @olpejeta /whatsapp-
0720369141,#destination #destinationkenya #lovelaikipia #destinationlaikipia #toursndtravels #bagpackerscommunity https://t.co/sthYIESptX",DustyRest,0,0
2020-09-02 02:07:30+00:00,1300978628965142528,"Tag your friends/family to Tampa cottages Nanyuki and enjoy unlimited game drives on #olpejetaconservancy. Call+254745682591, whatsapp +254720369141 #holiday #holidayhomes #weekendaway #destinations #destinationkenya #bagpackers #familyweekend #globallykenya #destinationlaikipia https://t.co/kILbqMwQbL",DustyRest,0,1
2020-09-01 17:05:44+00:00,1300842287174475778,"Talk to us...we plan the most amazing tailor-made safari package. Call:+254745682591, whatsapp:+254720369141 #wildlifephotography #wildlifephotographer #destinationkenya🇰🇪🇰🇪#globallykenya #destinationafrica #worldattraction #naturelovers #explorers #bagpackers https://t.co/d9oh3ARMAZ",DustyRest,0,0
2020-08-31 16:25:06+00:00,1300469673679618048,Looking for a get-away exquisite tailor-made safari? We're here to plan it for you. Let us know your preferred destination in Kenya #lovelaikipia #destination #DestinationKenya #worlddestinations #tembeakenya #whyilovekenya #wildlifephotography #photography #globallykenya https://t.co/GYAIYjwt4Q,DustyRest,1,1
2020-08-31 08:36:40+00:00,1300351790186201089,We are pretty sure you've planned your week...now let us plan an amazing weekend with our great offers in a tailor-made safari #destinations #destinationkenya🇰🇪🇰🇪 #whyilovekenya🇰🇪 #magicalkenya🇰🇪 #photography #wildlifephotography #lovekenya #tourkenya #tembeakenya🇰🇪 https://t.co/mZCnnZQfxb,DustyRest,2,1
2020-08-28 07:36:22+00:00,1299249452167958528,Destinations kenya safari with Absolute Holiday Safaris - https://t.co/KeBLEfdcFD #destinationskenyasafari #destinationkenya #safarikenya #safaridealskenya #kenyasafari2020 #kenyasafariholidays #kenyasafarideals #kenyabudgetholidays #grouptravel #groupjoi…https://t.co/z5V6WlE6Vj,ABSOLUTEHOLIDA,0,0
2020-08-27 12:04:19+00:00,1298954496073179139,"Twende Diani, Bei zimeshuka 

Diani /Wasini Island Costal Tour is for 4 Day 3 nights on 17th to 20th September at Kshs 12,500 pp. 

You can book a slot by paying 5,000 : Mpesa Till No. 567605.

WhatsApp/call us 0758943291 for full details.

#destinationkenya #TembeaKenya https://t.co/neauPT7OxD",JohnbowT,2,2
2020-08-24 10:27:21+00:00,1297842928442843138,Join us to visit Meru national park and Samburu National reserve #merunationalpark #samburunationalreserve #absoluteholidaysafaris #kenyasafarideals #safaridealskenya #destinationkenya #destinationskenyasafari #kenyasafari #safari…https://t.co/oQt4nztfYN https://t.co/b1q87nTW3t,ABSOLUTEHOLIDA,1,0
2020-08-19 08:35:57+00:00,1296002956039512071,The beauty of masai mara.... It's now at affordable rate... let's create great memories.. https://t.co/a4VeMzkYG4 #absoluteholidaysafaris #destinationskenyasafari #destinationkenya #safarikenya #safarideals #safaridealskenya #kenyasafariholidays #kenyasafari2020 #mitimingiecocamp https://t.co/zkVMYjlRXl,ABSOLUTEHOLIDA,1,0
2020-08-13 11:04:31+00:00,1293866014082564102,Great adventure safari with amazing views to Meru National Park - https://t.co/kk0K6YXhQI #absoluteholidaysafaris  #kenyasafariholidays #kenyasafari #safarideals #safaridealskenya #destinationskenyasafari #destinationkenya #merunationalpark #privatesafari https://t.co/aDLjxxuzYU,ABSOLUTEHOLIDA,0,0
2020-08-10 07:05:31+00:00,1292718704107683840,"Great Kenya and Tanzania safari deals, get 10% on all our safari deals.. Visit https://t.co/11H3JnLHCI
#kenyasafari #safarikenya #safaritanzania #destinationskenyasafari #destinationskenya #destinationkenya #safaridealskenya #safarideals #kenyasafariholidays #kenyasafari2020 https://t.co/3k1bHsyKU5",ABSOLUTEHOLIDA,0,0
2020-08-10 06:43:57+00:00,1292713278834122752,The migration during covid was one of the most epic trips we have done this year. #masaimara #wildebeestmigration #crocodile #kenyasafari #whyilovekenya #destinationkenya #explorekenya @ Masai Mara National Reserve https://t.co/h9NjWnQsbU,Karisia_Safaris,2,0
2020-07-31 12:53:09+00:00,1289182311158693893,https://t.co/4wGPFr3kVo #kenyaandtanzania #safaridealskenya #safarikenya #safaritanzania #safarideals #safariholidaykenya #safaris #absoluteholidaysafaris #destinationskenyasafari #destinationkenya #destinationstanzania https://t.co/ukmnnbQDBA,ABSOLUTEHOLIDA,0,0
2020-07-31 12:42:27+00:00,1289179617853489153,We are ready to meet and avail our services to you... Visit our website or contact our consultants for amazing Safari deals https://t.co/KeBLEeVBh3 #absoluteholidaysafaris #safarikenya #safaridealskenya #destinationskenyasafari #destinationkenya #kenyasaf…https://t.co/KT0YZJwaSl,ABSOLUTEHOLIDA,0,0
2020-07-29 06:13:35+00:00,1288356981787578369,"3 Days Package Tsavo East, Tsavo West Kenya Lodge Safari -  #safribooking #safarinow #safaridealskenya #safarideals #destinationkenya #cheapkenyasafari #kenyabudgettours #kenyasafaris #budgetsafarikenya #kenyabudgetsafaris https://t.co/2U4U7COnE3",ABSOLUTEHOLIDA,0,0
2020-07-27 07:11:36+00:00,1287646807900725249,https://t.co/7ISfdfUmd2 #absoluteholidaysafaris #destinationskenya #destinationkenya #safarikenya #safariskenya #aberdare #lakenakuru #lakenaivasha #masaimara #kenyalodgesafari #customizedpackages #familyholiday #familytours https://t.co/1kBYKhSd7F,ABSOLUTEHOLIDA,0,0
2020-07-26 07:28:08+00:00,1287288580562395137,"7 Days Kenya Lodge Safari Masai Mara, Lake Nakuru, Lake Naivasha &amp; Amboseli - https://t.co/gNNiEfJR9k #kenyasafari #safarikenya #safaridealskenya #kenyabudgetsafari #safarimasaimara #destinationskenya #absoluteholidaysafaris #destinationkenya #safari #tou…https://t.co/1jlDrIZNhG",ABSOLUTEHOLIDA,0,0
2020-07-26 07:06:59+00:00,1287283258019979264,"6 Days Kenya Lodge Safari Masai Mara, Lake Nakuru and Amboseli National Park - https://t.co/qPPKnBVMAc #kenyasafarilodge #destinationkenya #destinationskenya #safaridealskenya #masaimara #lakenakuru #amboseli #wildlifeadventurekenya #absoluteholidaysafari…https://t.co/WKxWMM5anO",ABSOLUTEHOLIDA,0,0
2020-07-02 11:54:10+00:00,1278658219829874688,"🇬🇧#Kenya lowered the #prices for the national #parks
🇩🇪#Kenia hat die #Gebühren für die #Nationalparks gesenkt
🇪🇸Kenia baja las #tarifas para #parquesnacionales
#safariadventure #safaritime #safarikenya #kenyanationalparks #travelnews #travelkenya #destinationkenya #meettheglobe",meet_the_globe,0,0
2020-06-24 18:21:23+00:00,1275856561177575429,The moonlight shimmering off the waters of lake Turkana. #jadesea #jadeseacamp #tembeakenya #destinationkenya #turkana #turkanacounty https://t.co/H0nyYTTQJj,edochait,9,4
2020-06-19 19:46:39+00:00,1274066079661412352,"🇬🇧#DiscoverNairobi with our #trips to #Kenya 
🇩🇪#Entdecken Sie mit unseren #Reisen nach #Kenia #Nairobi 
🇪🇸#DescubraNairobi con nuestros #viajes a Kenia
#visitkenya #destinationkenya #explorenairobi #visitnairobi #africancities #upperhill #citytrip #citytour #safari #meettheglobe",meet_the_globe,0,0
2020-05-18 13:28:34+00:00,1262374521329397763,"🇬🇧 Return to #Kenya with @meet_the_globe
🇩🇪 Kehren Sie mit #MEETTHEGLOBE nach #Kenia zurück
🇪🇸 Regrese a Kenia con nosotros
#biodiversity #destinationkenya #safaris #travelkenya #eastafrica #gamedrive #ecosystem #wildanimals #wildlifesafari #tierfotografie #animallovers #wildlife",meet_the_globe,1,0
2020-05-12 07:43:19+00:00,1260113308721479681,"Every year millions flock in Kenya for the unique experiences she offers. We have put together a list of what makes Kenya tick and why you should visit and explore  🇰🇪

🌐 https://t.co/EvDzG0A2Va #DestinationKenya #MagicalKenya #WalkInTheWild #LekatoSafaris https://t.co/RB919Wcma6",LekatoSafaris,0,0
2020-05-06 06:25:18+00:00,1257919347508555776,"Turkana, the second largest of all 47 counties, is covering 13% of the Republic of Kenya’s surface.

#nature #igkenya #tembeakenya🇰🇪 #magicalkenya🇰🇪 #explore #discover #igerskenya #turkana #destinationkenya #culture #ArtistOnTwitter #mainaandkingangi #kameneandkibe #IkoKaziKE https://t.co/r8rvKhVksM",SkippyTours,13,6
